split,expiry,entry_date,strategy,regime,rv20,rv20_rank,spot,p20,p35,p65,p80,strikes_json,entry_cashflow_points,mc_ev_gross,mc_ev_net,mc_pop,es95_points,es99_points,risk_points_per_lot,risk_budget_inr,estimated_risk_inr_per_lot,recommended_lots,contract_count,eligible,eligibility_reason,slippage_points_per_leg,entry_cost_inr_expected,entry_cost_inr_entry_only,legs_json,cpcv_frequency,status,expiry_spot,realized_pnl_points_per_unit,realized_cost_inr_per_lot,realized_pnl_inr_per_lot,forced_per_lot_evaluation,universe,reason
development,2024-01-05,2024-01-02,Batman,high,0.11606320822148102,0.8015873015873016,72172.12,71379.2657837405,71907.02273372187,72748.80660897575,73253.64105043001,"{""c65"": 72700.0, ""c80"": 73300.0, ""p20"": 71400.0, ""p35"": 71900.0}",-56.50000000000003,-28.033904320745506,-31.599406755176908,0.471,1519.434606341156,2591.7314352175135,2591.7314352175135,2000.0,51834.62870435027,0.0,6.0,False,negative_net_ev,0.5,71.3100486886275,56.985633879999995,"[{""expiry"": ""2024-01-05"", ""option_type"": ""PE"", ""premium_points"": 266.1, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 265.6, ""side"": ""BUY"", ""strike"": 71900.0}, {""expiry"": ""2024-01-05"", ""option_type"": ""PE"", ""premium_points"": 134.75, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 135.25, ""side"": ""SELL"", ""strike"": 71400.0}, {""expiry"": ""2024-01-05"", ""option_type"": ""CE"", ""premium_points"": 211.3, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 210.8, ""side"": ""BUY"", ""strike"": 72700.0}, {""expiry"": ""2024-01-05"", ""option_type"": ""CE"", ""premium_points"": 75.7, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 76.2, ""side"": ""SELL"", ""strike"": 73300.0}]",2.0,EVALUATED,72026.15,-56.50000000000003,56.985633879999995,-1186.9856338800005,True,,
development,2024-01-05,2024-01-02,Long Synthetic Future,high,0.11606320822148102,0.8015873015873016,72172.12,71379.2657837405,71907.02273372187,72748.80660897575,73253.64105043001,"{""atm"": 72200.0}",-58.05000000000001,44.65777147168901,42.39873888530254,0.5256,2543.865363780937,3541.406047477664,3541.406047477664,2000.0,70828.12094955328,1.0,2.0,True,eligible,0.5,45.180651727730435,32.39336806,"[{""expiry"": ""2024-01-05"", ""option_type"": ""CE"", ""premium_points"": 435.7, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 435.2, ""side"": ""BUY"", ""strike"": 72200.0}, {""expiry"": ""2024-01-05"", ""option_type"": ""PE"", ""premium_points"": 377.65, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 378.15, ""side"": ""SELL"", ""strike"": 72200.0}]",3.0,EVALUATED,72026.15,-231.90000000000583,32.39336806,-4670.393368060117,True,,
development,2024-01-05,2024-01-02,Risk Reversal,high,0.11606320822148102,0.8015873015873016,72172.12,71379.2657837405,71907.02273372187,72748.80660897575,73253.64105043001,"{""c65"": 72700.0, ""p35"": 71900.0}",53.80000000000001,48.70285888852329,46.8678254795023,0.6704,2131.5913646035715,3129.1320483002987,3129.1320483002987,2000.0,62582.64096600597,1.0,2.0,True,eligible,0.5,36.7006681804203,29.602175040000002,"[{""expiry"": ""2024-01-05"", ""option_type"": ""CE"", ""premium_points"": 211.3, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 210.8, ""side"": ""BUY"", ""strike"": 72700.0}, {""expiry"": ""2024-01-05"", ""option_type"": ""PE"", ""premium_points"": 265.1, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 265.6, ""side"": ""SELL"", ""strike"": 71900.0}]",5.0,EVALUATED,72026.15,53.80000000000001,29.602175040000002,1046.3978249600002,True,,
development,2024-01-05,2024-01-02,Sell Put,high,0.11606320822148102,0.8015873015873016,72172.12,71379.2657837405,71907.02273372187,72748.80660897575,73253.64105043001,"{""atm"": 72200.0}",377.65,-31.133575237528262,-32.12395221452829,0.6776,2106.89670817155,3104.437391868277,3104.437391868277,2000.0,62088.74783736553,0.0,1.0,False,negative_net_ev,0.5,19.807539539999997,19.807539539999997,"[{""expiry"": ""2024-01-05"", ""option_type"": ""PE"", ""premium_points"": 377.65, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 378.15, ""side"": ""SELL"", ""strike"": 72200.0}]",5.0,EVALUATED,72026.15,203.79999999999416,19.807539539999997,4056.192460459883,True,,
development,2024-01-05,2024-01-02,Batman,high,0.11606320822148102,0.8015873015873016,72172.12,71379.2657837405,71907.02273372187,72748.80660897575,73253.64105043001,"{""c65"": 72700.0, ""c80"": 73300.0, ""p20"": 71400.0, ""p35"": 71900.0}",-56.50000000000003,-28.033904320745506,-31.599406755176908,0.471,1519.434606341156,2591.7314352175135,2591.7314352175135,2000.0,51834.62870435027,0.0,6.0,False,negative_net_ev,0.5,71.3100486886275,56.985633879999995,"[{""expiry"": ""2024-01-05"", ""option_type"": ""PE"", ""premium_points"": 266.1, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 265.6, ""side"": ""BUY"", ""strike"": 71900.0}, {""expiry"": ""2024-01-05"", ""option_type"": ""PE"", ""premium_points"": 134.75, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 135.25, ""side"": ""SELL"", ""strike"": 71400.0}, {""expiry"": ""2024-01-05"", ""option_type"": ""CE"", ""premium_points"": 211.3, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 210.8, ""side"": ""BUY"", ""strike"": 72700.0}, {""expiry"": ""2024-01-05"", ""option_type"": ""CE"", ""premium_points"": 75.7, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 76.2, ""side"": ""SELL"", ""strike"": 73300.0}]",2.0,EVALUATED,72026.15,-56.50000000000003,56.985633879999995,-1186.9856338800005,True,Batman_standalone,
development,2024-01-12,2024-01-09,Batman,high,0.11234755291538256,0.7420634920634921,71849.59,71113.98632691246,71613.8827949209,72430.9485480098,72889.76427267972,"{""c65"": 72400.0, ""c80"": 72900.0, ""p20"": 71100.0, ""p35"": 71600.0}",-52.60000000000002,-50.54490675490679,-53.97509685054251,0.448,1504.793133163901,2517.0058871393667,2517.0058871393667,2000.0,50340.11774278733,0.0,6.0,False,negative_net_ev,0.5,68.60380191271443,55.02298784,"[{""expiry"": ""2024-01-12"", ""option_type"": ""PE"", ""premium_points"": 222.0, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 221.5, ""side"": ""BUY"", ""strike"": 71600.0}, {""expiry"": ""2024-01-12"", ""option_type"": ""PE"", ""premium_points"": 98.1, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 98.6, ""side"": ""SELL"", ""strike"": 71100.0}, {""expiry"": ""2024-01-12"", ""option_type"": ""CE"", ""premium_points"": 166.5, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 166.0, ""side"": ""BUY"", ""strike"": 72400.0}, {""expiry"": ""2024-01-12"", ""option_type"": ""CE"", ""premium_points"": 69.85, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 70.35, ""side"": ""SELL"", ""strike"": 72900.0}]",2.0,EVALUATED,72568.45,115.84999999999707,59.23423783999993,2257.7657621599415,True,,
development,2024-01-12,2024-01-09,Long Synthetic Future,high,0.11234755291538256,0.7420634920634921,71849.59,71113.98632691246,71613.8827949209,72430.9485480098,72889.76427267972,"{""atm"": 71800.0}",-113.5,99.6617976671809,97.42884095726498,0.54,2317.057812196081,3172.6188372471033,3172.6188372471033,2000.0,63452.37674494207,1.0,2.0,True,eligible,0.5,44.6591341983188,30.713770760000003,"[{""expiry"": ""2024-01-12"", ""option_type"": ""CE"", ""premium_points"": 413.8, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 413.3, ""side"": ""BUY"", ""strike"": 71800.0}, {""expiry"": ""2024-01-12"", ""option_type"": ""PE"", ""premium_points"": 300.3, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 300.8, ""side"": ""SELL"", ""strike"": 71800.0}]",3.0,EVALUATED,72568.45,654.9499999999971,49.92502075999993,13049.074979239942,True,,
development,2024-01-12,2024-01-09,Risk Reversal,high,0.11234755291538256,0.7420634920634921,71849.59,71113.98632691246,71613.8827949209,72430.9485480098,72889.76427267972,"{""c65"": 72400.0, ""p35"": 71600.0}",54.5,60.90549705266126,59.132658515185504,0.6752,1948.5976940236412,2804.1587190746627,2804.1587190746627,2000.0,56083.174381493256,1.0,2.0,True,eligible,0.5,35.456770749515485,28.586295000000003,"[{""expiry"": ""2024-01-12"", ""option_type"": ""CE"", ""premium_points"": 166.5, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 166.0, ""side"": ""BUY"", ""strike"": 72400.0}, {""expiry"": ""2024-01-12"", ""option_type"": ""PE"", ""premium_points"": 221.0, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 221.5, ""side"": ""SELL"", ""strike"": 71600.0}]",5.0,EVALUATED,72568.45,222.9499999999971,32.79754499999993,4426.202454999941,True,,
development,2024-01-12,2024-01-09,Sell Put,high,0.11234755291538256,0.7420634920634921,71849.59,71113.98632691246,71613.8827949209,72430.9485480098,72889.76427267972,"{""atm"": 71800.0}",300.3,-44.3527398655712,-45.261111919571206,0.6898,1901.9332275401662,2757.494252591188,2757.494252591188,2000.0,55149.88505182376,0.0,1.0,False,negative_net_ev,0.5,18.16744108,18.16744108,"[{""expiry"": ""2024-01-12"", ""option_type"": ""PE"", ""premium_points"": 300.3, ""qty"": -1, ""quantity_per_lot"": 1, ""raw_open"": 300.8, ""side"": ""SELL"", ""strike"": 71800.0}]",5.0,EVALUATED,72568.45,300.3,18.16744108,5987.83255892,True,,
development,2024-01-12,2024-01-09,Batman,high,0.11234755291538256,0.7420634920634921,71849.59,71113.98632691246,71613.8827949209,72430.9485480098,72889.76427267972,"{""c65"": 72400.0, ""c80"": 72900.0, ""p20"": 71100.0, ""p35"": 71600.0}",-52.60000000000002,-50.54490675490679,-53.97509685054251,0.448,1504.793133163901,2517.0058871393667,2517.0058871393667,2000.0,50340.11774278733,0.0,6.0,False,negative_net_ev,0.5,68.60380191271443,55.02298784,"[{""expiry"": ""2024-01-12"", ""option_type"": ""PE"", ""premium_points"": 222.0, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 221.5, ""side"": ""BUY"", ""strike"": 71600.0}, {""expiry"": ""2024-01-12"", ""option_type"": ""PE"", ""premium_points"": 98.1, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 98.6, ""side"": ""SELL"", ""strike"": 71100.0}, {""expiry"": ""2024-01-12"", ""option_type"": ""CE"", ""premium_points"": 166.5, ""qty"": 1, ""quantity_per_lot"": 1, ""raw_open"": 166.0, ""side"": ""BUY"", ""strike"": 72400.0}, {""expiry"": ""2024-01-12"", ""option_type"": ""CE"", ""premium_points"": 69.85, ""qty"": -2, ""quantity_per_lot"": 2, ""raw_open"": 70.35, ""side"": ""SELL"", ""strike"": 72900.0}]",2.0,EVALUATED,72568.45,115.84999999999707,59.23423783999993,2257.7657621599415,True,Batman_standalone,
